Meme,ExpectedQueries,Meaning,Context,Example,AntiPattern,Origin,SafetyLevel,TargetAge,Tone,Category
자강두천,"자존심 강한 두 천재, 막상막하, 병맛 대결, 도긴개긴, 하수들의 싸움",자존심 강한 두 천재의 대결'의 줄임말. 실제로는 수준 낮은 사람들이 서로 잘났다고 싸우는 모습을 반어적으로 비꼬는 표현.,"수준이 비슷한 두 사람이 유치한 논리로 치열하게 말싸움을 하거나, 게임 실력이 형편없는 둘이 비장하게 대결할 때 희화화하며 사용.","""저 둘이 점심 메뉴로 한 시간째 토론 중이야? 진짜 자강두천이다.""",[주의] 정말 실력이 뛰어난 고수들의 대결에 사용하면 예우를 갖추지 못한 무례한 표현이 될 수 있음.,게임 '리그 오브 레전드' 커뮤니티에서 실력이 낮은 유저들의 대결 영상에 붙인 제목이 밈이 됨.,[낀세대: Caution] / [외국인: Danger] / [복학생: Safe] 비꼬는 의도가 강하므로 당사자 앞에서는 사용에 주의해야 함.,[10-30대: 주사용층] / [40대 이상: 유머로 이해] 유치한 갈등 상황을 한마디로 정리하여 웃음을 줄 때 적합함.,"풍자, 해학, 조롱","유머, 커뮤니티, 경쟁"
내또출,"내일 또 출근, 직장인 비애, 일요일 저녁, 퇴사 욕구, 출근 싫어",내일 또 출근한다'의 줄임말. 반복되는 직장 생활의 고단함과 출근하기 싫은 마음을 해학적으로 표현.,"일요일 저녁이나 연휴 마지막 날 밤, 출근의 압박감이 몰려올 때 SNS에 올리거나 동료들과 하소연하며 사용함.","""일요일 밤 10시라니... 내또출 실화냐? 주말 어디 갔어?""","상사 앞에서 ""내또출이라 너무 괴로워요""라고 대놓고 말하면 근태나 업무 태도가 불량한 것으로 오해받을 수 있음.",직장인 익명 커뮤니티(블라인드 등)와 인스타그램의 직장인 공감 계정에서 파생.,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 직장인이라면 누구나 느끼는 보편적인 정서로 공감대 형성에 좋음.,[20-40대: 주사용층] / [50대 이상: 공감 가능] 동료들과의 '스몰 토크'에서 가벼운 동지애를 느끼게 하는 표현.,"한탄, 해학, 피로","직장 생활, 일상, 감정"
당모치,"당연히 모든 치킨은 옳다, 야식 추천, 메뉴 결정, 치킨 찬양, 아무거나",당연히 모든 치킨은 옳다'의 줄임말. 메뉴 고민 없이 치킨이라면 무조건 환영한다는 뜻.,"단체 야식 메뉴를 정할 때 결정장애가 오거나, 특정 브랜드의 치킨을 제안받았을 때 무조건적인 찬성을 보낼 때 사용.","""오늘 메뉴 고민하지 마. 당모치 몰라? 그냥 가까운 데서 시키자!""",치킨이 아닌 다른 음식을 먹고 싶어 하는 사람이 있을 때 강요하듯 사용하면 배려 없는 태도로 보일 수 있음.,한국 고유의 치킨 예찬 문화인 '치느님' 신앙(?)의 연장선에서 탄생한 절대 명제.,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 긍정적이고 호불호가 없는 매우 안전한 단어임.,[전 연령대: 권장] 부하 직원들과 회식 메뉴를 정할 때 '꼰대' 탈출용 위트로 활용 가능.,"긍정, 열정, 찬성","음식, 일상, 화합"
개이득,"엄청난 이득, 횡재, 예상 밖의 이익, 기분 좋음, 득템",강조를 뜻하는 '개'와 '이득'의 합성어. 생각지도 못한 큰 이익을 얻어 매우 기쁜 상태.,"길에서 만 원을 줍거나, 세일 기간이 아닌데 깜짝 할인을 받아 물건을 샀을 때처럼 뜻밖의 횡재 상황에서 사용.","""우와, 버스 놓쳐서 속상했는데 바로 앞에 무료 셔틀이 오네? 완전 개이득!""",[주의] '개-'라는 접두사가 비속어적 느낌을 줄 수 있으므로 엄격한 비즈니스 미팅이나 격식 있는 자리에선 지양해야 함.,온라인 게임 유저들 사이에서 보상을 강조하며 쓰던 말이 일상 전체로 퍼짐.,[낀세대: Caution] / [외국인: Safe] / [복학생: Safe] 친근한 사이에서 기쁨을 표현하기 좋으나 어른들 앞에서는 주의 필요.,[10-30대: 주사용층] / [40-50대: 소통용] 감탄사로 쓰기에 매우 직관적이고 강력한 에너지를 전달함.,"환희, 만족, 기쁨","생활경제, 운, 일상"
핵이득,"개이득보다 강조, 엄청난 이익, 역대급 이득, 가성비 끝판왕",원자폭탄의 '핵'처럼 엄청나게 큰 이익이라는 뜻. '개이득'보다 조금 더 세련되거나 강한 느낌을 줄 때 사용함.,1+1 행사에서 쿠폰까지 중복 적용하여 거의 공짜로 물건을 샀을 때처럼 극강의 이득 상황에서 사용.,"""이 노트북 사양에 이 가격이면 진짜 핵이득이야. 고민 말고 지금 결제해.""",'개이득'과 마찬가지로 과장된 표현이므로 격식 있는 보고서나 공식 문서에는 적합하지 않음.,"'핵노잼', '핵꿀잼' 등 강조 접두사 '핵-'이 유행하던 시기에 함께 파생됨.",[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] '개-'보다는 거부감이 덜하여 비교적 넓은 상황에서 사용 가능.,[10-30대: 주사용층] / [40대 이상: 트렌디함] 쇼핑 정보를 공유하거나 성과를 자랑할 때 강조용으로 적합함.,"경탄, 강한 만족, 확신","쇼핑, 생활경제, 강조"
복돌이,"불법 다운로더, 무단 복제자, 저작권 위반, 게임 복제, 부정 사용","정품을 사지 않고 불법 복제물(게임, 영화 등)을 이용하는 사람을 비하하거나 희화화하여 부르는 말.","유료 게임을 불법 사이트에서 내려받아 쓰는 사람을 발견했을 때나, 저작권 의식 없이 콘텐츠를 소비하는 태도를 비판할 때 사용.","""아직도 복돌이 짓 하는 사람이 있어? 저작권 개념 좀 챙기자.""","[주의] 본인이 정품을 쓰지 않으면서 당당하게 ""나 복돌이야""라고 말하는 것은 도덕적 결함을 자인하는 꼴이 되어 큰 비난을 받음.",과거 소프트웨어 복제 도구인 '복사 도구'에서 '복'을 따와 만든 별명.,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 저작권 보호라는 올바른 가치관을 담고 있어 사용에 무리가 없음.,[20-40대: 주사용층] / [전 연령대: 상식] IT 기기나 콘텐츠 소비 문화를 논할 때 상식적인 선에서 사용됨.,"비판, 냉소, 계도","IT, 저작권, 윤리"
자뻑,"자신감 과잉, 자기 자랑, 공주병, 왕자병, 나르시시즘",스스로가 잘났다고 생각하며 자기 자신에게 흠뻑 취해 있는 태도를 뜻함.,"외모나 능력을 과하게 칭찬하며 본인이 최고라고 믿는 행동을 할 때, 혹은 장난스럽게 자신감을 보일 때 사용.","""거울 보면서 자기 외모에 감탄하는 거 봐, 저 자뻑 진짜 어떡하냐.""","진심으로 자만하는 사람에게 쓰면 싸움이 날 수 있으며, 반대로 자존감이 낮은 사람에게 장난으로 써도 상처가 됨.","'자기'와 '흠뻑'의 '뻑'이 합쳐진 조어로, 90년대부터 쓰인 장수 유행어임.",[낀세대: Safe] [외국인: Safe] [복학생: Safe] 적절한 수준의 자뻑은 유머로 통함.,[전 연령대] 자신감을 표현하는 친숙한 단어로 널리 쓰임.,"자만, 유머, 자신감","성격, 일상, 인간관계"
해벌,"입 벌리고 웃다, 멍하니 있다, 행복한 표정, 넋 나감","입을 '해-' 하고 벌리고 멍하니 있거나, 너무 좋아서 입을 다물지 못하는 모습.","좋아하는 사람을 보거나 맛있는 음식을 앞에 두고 정신없이 기뻐할 때, 혹은 멍하게 있을 때 그 표정을 묘사함.","""그렇게 입을 해벌 벌리고 좋아할 일이야? 좋긴 진짜 좋은가 보네.""",진지한 상황에서 멍청해 보인다는 비난의 의도로 쓰면 상대방이 불쾌할 수 있으니 주의.,입을 벌리는 모양을 뜻하는 의태어에서 파생된 표현.,[낀세대: Safe] [외국인: Safe] [복학생: Safe] 순수한 기쁨을 표현할 때 안전함.,[전 연령대] 특히 아이나 반려동물의 표정을 묘사할 때 자주 쓰임.,"기쁨, 순수, 멍함","상태, 감정, 일상"
정돌이,"정품 사용자, 복돌이 반대말, 저작권 준수, 유료 구매자",불법 복제물을 쓰지 않고 반드시 정가를 지불하고 정품 소프트웨어나 콘텐츠를 이용하는 사람.,"'복돌이'를 비판하거나 스스로의 올바른 소비 습관을 나타낼 때 사용하며, 건전한 창작 생태계를 지지하는 맥락임.","""나 이제 복돌이 탈출하고 정돌이 하기로 했어. 이번 세일 때 다 결제함!""",정품 사용이 당연한 것임에도 과하게 선민의식을 가지고 타인을 비난하는 수단으로만 쓰면 거부감을 줌.,'정품'과 사람을 뜻하는 접미사 '-돌이'의 합성어로 '복돌이'의 대척점임.,[낀세대: Safe] [외국인: Safe] [복학생: Safe] 윤리적인 소비 태도를 의미함.,[20-40대: 주사용층] IT 기기와 게임 문화에 익숙한 세대 중심.,"올바름, 자부심, 상식","IT, 저작권, 소비"
딱그랩,"딱그랩 뜻, 딱그랩 유래, 득템 밈, 성취감 용어",'딱(맞다)' + 'Grab(잡다)'의 합성어. 원하던 물건이나 기회를 정확히 손에 넣었을 때의 기쁨과 성취감을 뜻함.,"쇼핑 중 원하던 매물을 구하거나, 게임에서 필요한 아이템을 얻었을 때, 혹은 절묘한 타이밍에 기회를 잡았을 때 사용함.","""이번 한정판 운동화 드디어 딱그랩 성공! 기분 최고다.""",단순히 물건을 집는 행위보다는 '기다리던 것을 완벽히 손에 넣었다'는 성취감이 핵심임.,'딱 알맞다'는 부사와 영단어 'Grab'을 결합하여 젊은 층 커뮤니티에서 발생.,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe],10대 ~ 30대,"활기참, 만족감, 당당함","쇼핑, 일상, 성취"
주린이,"주식 초보, 주식 공부, 개미 투자자, 입문자, 주식 어린이",주식 + 어린이'의 합성어. 주식 투자에 막 입문하여 지식이 부족한 초보 투자자를 일컫는 말.,"본인이 주식에서 손해를 봤을 때 자학적으로 쓰거나, 모르는 것을 물어볼 때 자신을 낮추며 사용함.","""주린이라 차트 볼 줄 모르는데, 삼성전자 지금 사도 될까요?""","'어린이'를 미숙한 존재로 비하한다는 사회적 지적이 있으므로, 공식적인 자리에서는 '초보 투자자'로 쓰는 것이 권장됨.",2020년 동학개미운동 당시 신규 투자자가 급증하며 대중적인 용어로 안착함.,[낀세대: Safe] [외국인: Safe] [복학생: Safe] 초보임을 겸손하게 밝힐 때 유용함.,[20-50대: 주사용층] 재테크에 관심 있는 전 연령층이 고루 사용함.,"겸손, 배움, 자책","경제, 재테크, 입문"
친목질,"과도한 친목, 소외감 유발, 커뮤니티 망함, 끼리끼리, 사모임",온라인 커뮤니티나 단체에서 특정 인원들끼리만 과도하게 친해져서 다른 사람들에게 소외감을 주는 행위.,"공적인 모임에서 사적인 대화만 나누거나, 신입 회원을 배척하고 자기들만의 은어를 쓸 때 비판적으로 사용함.","""여기도 고인물들끼리 친목질 하느라 뉴비들은 질문해도 대답도 안 해주네.""","단순한 친교 활동을 비하하는 데 오용하면 안 되며, 폐쇄적인 집단 문화를 경계하는 맥락에서 써야 함.",커뮤니티 내부의 질서를 무너뜨리는 '친목'에 부정적 접미사 '-질'을 붙여 탄생.,[낀세대: Caution] [외국인: Danger] [복학생: Safe] 부정적 뉘앙스가 강하므로 사용에 주의.,[10-40대: 주사용층] 온라인 커뮤니티나 동호회 활동을 활발히 하는 층.,"비판, 냉소, 경고","커뮤니티, 인간관계, 윤리"
plutoed,"퇴출당함, 격하됨, 명단 제외, 무시당함, 명왕성 되다","과거 행성이었던 명왕성(Pluto)이 행성 지위를 잃은 것처럼, 지위가 격하되거나 갑자기 무시당하는 상황.","직장에서 주요 프로젝트 멤버에서 제외되거나, 친구 그룹에서 소외되었을 때 ""나 오늘 plutoed 당했어""라고 표현함.","""잘 나가던 서비스가 이번 업데이트 한 번으로 시장에서 plutoed 됐어.""","한국어 기반 밈은 아니며 해외 밈이 수입된 형태라, 맥락을 모르는 사람에게는 전혀 이해되지 않을 수 있음.",2006년 명왕성이 행성 분류에서 제외되자 미국 방언 학회에서 '올해의 단어'로 선정하며 유래.,[낀세대: Safe] [외국인: Safe] [복학생: Safe] 지적인 느낌을 줄 수 있는 비유적 표현임.,[20-30대: 영어권 문화에 익숙한 층] 글로벌 밈을 선호하는 유저 중심.,"허탈, 분석, 비유","사회적 지위, 해외 밈"
공능제,"공감 능력 결여, 사이코패스 비유, 무심함, T발너C야 상위호환",공감 능력 제로'의 줄임말. 타인의 감정을 전혀 이해하지 못하는 사람을 비난할 때 사용.,"슬픈 이야기를 하는데 비웃거나, 상식적으로 위로가 필요한 상황에서 논리만 따지는 사람을 비판할 때 사용함.","""친구가 울고 있는데 거기다 대고 팩폭을 하냐? 너 진짜 공능제야?""",상대방을 인격적으로 결함이 있는 사람으로 몰아가는 강한 비난이므로 사용 시 큰 싸움이 날 수 있음.,'T' 성향의 극단적인 단점을 비하하며 커뮤니티에서 만들어진 용어.,[낀세대: Danger] [외국인: Danger] [복학생: Caution] 인신공격성이 강하므로 주의가 필요함.,[10-30대: 주사용층] MBTI 문화와 맞물려 젊은 층에서 활발히 쓰임.,"비판, 혐오, 공격적","인간관계, 성격, 갈등"
정상화,"비정상 복구, 운영 정상화, 밸런스 패치, 드디어 해결, 정상화의 신",비정상적이거나 과도했던 상황이 운영자의 개입이나 패치로 인해 올바른 궤도로 돌아오는 것.,"게임 내 밸런스가 붕괴되었을 때 이를 수정하거나, 일상의 어수선한 상황이 질서를 찾았을 때 만족감을 표하며 사용.","""버그 투성이던 시스템이 이번 업데이트로 드디어 정상화됐네. 마음이 편하다.""",특정 커뮤니티에서 특정 인물을 조롱하거나 신격화하는 복합적인 맥락이 섞여 있으므로 사용 전 분위기 파악이 필수임.,온라인 게임 '메이플스토리'의 밸런스 조정과 관련된 유저들의 반응에서 유래되어 유행함.,[낀세대: Safe] [외국인: Safe] [복학생: Safe] 상황의 개선을 의미할 땐 긍정적임.,[10-30대: 주사용층] 게임 커뮤니티 유저 및 유튜브 시청자 중심.,"안도, 만족, 풍자","게임 운영, 사회 상황, 일상"
신창섭,"운영자 찬양, 메이플 디렉터, 정상화의 아이콘, 구원자, 신",메이플스토리 김창섭 디렉터를 '신'으로 격상시켜 부르는 말. 상황을 해결해 주는 절대적 존재를 비유.,"어려운 문제를 한 번에 해결해 주는 관리자가 나타났을 때나, 게임 패치가 마음에 들 때 찬양의 의미로 사용함.","""이걸 이렇게 해결한다고? 역시 신창섭, 당신은 대체 어디까지 내다본 겁니까.""","특정 게임 내부 밈에서 유래했으므로 해당 게임을 모르는 사람에게는 난해하며, 때로는 조롱의 반어법으로도 쓰임.",김창섭 디렉터의 성(金)을 신(神)으로 바꾸고 '정상화' 밈과 결합하며 탄생한 2차 창작 문화.,[낀세대: Safe] [외국인: Safe] [복학생: Safe] 인물에 대한 희화화나 찬양이 섞인 밈임.,[10-30대: 주사용층] 게임 및 커뮤니티 헤비 유저 중심.,"찬양, 만족, 희화화","인물 밈, 게임, 커뮤니티"
쌀숭이,"게임 머니 판매, 쌀먹, 원숭이 비유, 게임 생태계 파괴, 아이템 매니아",게임을 즐기기보다 아이템을 팔아 현금을 챙기는 데만 집착하는 유저를 비하하는 말.,게임 패치가 본인들의 수익(아이템 가치)에 영향을 줄 때 과하게 분노하는 유저들을 조롱할 때 사용함.,"""게임 재미보다 쌀값이 더 중요한 쌀숭이들 때문에 패치가 산으로 가네.""",일반적인 무과금 유저나 정당하게 아이템을 파는 사람에게 무분별하게 쓰면 인격 모독이 됨.,"'쌀(현금화)'과 지능이 낮은 '원숭이'를 합성한 단어로, 특정 게임 비판 영상에서 유래.",[낀세대: Caution] [외국인: Danger] [복학생: Safe] 비하의 의도가 강하므로 커뮤니티 외 사용 주의.,[10-30대] 게임 커뮤니티 및 유튜브 이용자 중심.,"비하, 조롱, 냉소","게임, 경제, 비속어"
